row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,svc_code,svc_code_type,svc_code_desc,svc_code_ctg,svc_code_ctg_desc,clm_cnt,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
19391462,2019,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,34,96376,CPT/HCPCS,TX/PRO/DX INJ SAME DRUG ADON,231,Therapeutic procedures - Other,48,391,"$1,171.47",$34.45,$10.42,"$1,171.47",$34.45,$10.42,$0.00,$0.00,$0.00
19394678,2019,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,41,99214,CPT/HCPCS,OFFICE O/P EST MOD 30-39 MIN,300,Office/outpatient services - Office visits,177,491,"$4,705.40",$114.76,$71.27,"$4,690.40",$114.40,$71.27,$15.00,$0.36,$0.00
19400678,2019,021,Cass,MEDICARE,3,45 - 64 years,M,34,92250,CPT/HCPCS,EYE EXAM WITH PHOTOS,220,Ophthalmologic/otologic diagnosis and treatment,42,405,"$1,487.96",$43.76,$50.65,"$1,086.26",$31.94,$40.36,$401.70,$11.81,$10.30
19403006,2019,021,Cass,MEDICARE,4,65 - 74 years,F,41,88342,CPT/HCPCS,IMMUNOHISTO ANTB 1ST STAIN,234,Pathology,89,488,"$3,135.84",$76.48,$36.73,"$2,792.53",$68.11,$30.96,$343.31,$8.37,$7.36
19405526,2019,021,Cass,MEDICARE,4,65 - 74 years,M,26,87205,CPT/HCPCS,SMEAR GRAM STAIN,206,"Microscopic examination (e.g., lab, toxicology)",30,298,$58.45,$2.24,$0.00,$58.45,$2.24,$0.00,$0.00,$0.00,$0.00
19408358,2019,021,Cass,MEDICARE,5,75 years and older,F,45,93017,CPT/HCPCS,CARDIOVASCULAR STRESS TEST,201,Cardiac stress tests,47,533,"$1,045.91",$23.24,$0.00,"$1,025.07",$22.77,$0.00,$20.84,$0.46,$0.00
19410974,2019,021,Cass,MEDICARE,5,75 years and older,M,165,92134,CPT/HCPCS,CPTR OPHTH DX IMG POST SEGMT,220,Ophthalmologic/otologic diagnosis and treatment,453,"1,978","$15,110.21",$91.57,$41.09,"$12,594.23",$76.32,$39.80,"$2,515.98",$15.24,$7.71
19414526,2019,023,Chippewa,COMMERCIAL,3,45 - 64 years,F,25,0370,REV,Anesthesia,50005,Anesthesia services,28,290,"$25,357.49","$1,014.29","$1,028.58","$25,219.21","$1,008.76","$1,028.58",$138.28,$5.53,$0.00
19418630,2019,023,Chippewa,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,175,0250,REV,Pharmacy,50008,Pharmacy and IV services,358,"1,918","$2,115.30",$12.08,$0.00,"$2,105.70",$12.03,$0.00,$9.60,$0.05,$0.00
19422710,2019,023,Chippewa,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,15,85018,CPT/HCPCS,HEMOGLOBIN,233,Laboratory - Chemistry and hematology,17,170,$174.77,$11.65,$0.00,$174.77,$11.65,$0.00,$0.00,$0.00,$0.00
19428062,2019,023,Chippewa,MEDICARE,4,65 - 74 years,F,69,92004,CPT/HCPCS,EYE EXAM NEW PATIENT,220,Ophthalmologic/otologic diagnosis and treatment,96,824,"$11,705.92",$169.65,$152.67,"$8,250.29",$119.56,$122.10,"$3,455.63",$50.08,$30.57
19431422,2019,023,Chippewa,MEDICARE,5,75 years and older,F,30,92083,CPT/HCPCS,VISUAL FIELD EXAMINATION(S),220,Ophthalmologic/otologic diagnosis and treatment,40,360,"$1,712.39",$57.07,$64.11,"$1,305.50",$43.51,$52.09,$406.89,$13.56,$12.73
19434686,2019,025,Chisago,COMMERCIAL,1,18 years and under,F,144,90834,CPT/HCPCS,PSYTX W PT 45 MINUTES,218,"Psychological and psychiatric evaluation, therapy","1,126","1,696","$106,998.00",$743.04,$512.01,"$76,237.64",$529.42,$335.65,"$30,760.36",$213.61,$117.16
19436726,2019,025,Chisago,COMMERCIAL,2,19 - 44 years,F,191,0271,REV,Non-Ster Supply,50007,Medical and surgical supplies,206,"2,174","$4,349.21",$22.77,$0.00,"$4,227.13",$22.13,$0.00,$122.08,$0.63,$0.00
19439078,2019,025,Chisago,COMMERCIAL,2,19 - 44 years,M,21,0320,REV,Dx X-Ray,50011,Diagnostic X-ray services,22,241,"$6,152.09",$292.95,$0.00,"$6,152.09",$292.95,$0.00,$0.00,$0.00,$0.00
19442270,2019,025,Chisago,COMMERCIAL,3,45 - 64 years,F,165,83690,CPT/HCPCS,ASSAY OF LIPASE,233,Laboratory - Chemistry and hematology,183,"1,942","$1,864.23",$11.29,$0.00,"$1,492.89",$9.04,$0.00,$371.34,$2.25,$0.00
19444358,2019,025,Chisago,COMMERCIAL,3,45 - 64 years,M,12,36591,CPT/HCPCS,DRAW BLOOD OFF VENOUS DEVICE,63,Cardiovascular procedures - Therapeutic (other),45,136,"$3,685.03",$307.08,$218.70,"$3,621.02",$301.75,$193.70,$64.01,$5.33,$0.00
19449134,2019,025,Chisago,COMMERCIAL,5,75 years and older,F,12,92134,CPT/HCPCS,CPTR OPHTH DX IMG POST SEGMT,220,Ophthalmologic/otologic diagnosis and treatment,34,142,$415.43,$34.61,$33.28,$258.93,$21.57,$16.33,$156.50,$13.04,$0.00
19451654,2019,025,Chisago,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,49,J1885,CPT/HCPCS,INJ KETOROLAC TROMETHAMINE 15 MG,240,"Medications (injections, infusions, other forms)",52,564,$78.53,$1.60,$0.52,$78.53,$1.60,$0.52,$0.00,$0.00,$0.00
19454030,2019,025,Chisago,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,17,69209,CPT/HCPCS,REMOVE IMPACTED EAR WAX UNI,26,Ear procedures - Therapeutic,18,196,$173.96,$10.23,$10.79,$167.96,$9.88,$10.26,$6.00,$0.35,$0.00
19455998,2019,025,Chisago,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,40,0320,REV,Dx X-Ray,50011,Diagnostic X-ray services,48,391,"$2,478.60",$61.96,$0.00,"$2,475.40",$61.88,$0.00,$3.20,$0.08,$0.00
19459166,2019,025,Chisago,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,150,90682,CPT/HCPCS,RIV4 VACC RECOMBINANT DNA IM,228,Prophylactic vaccinations and inoculations,152,"1,755","$5,836.54",$38.91,$50.00,"$5,836.54",$38.91,$50.00,$0.00,$0.00,$0.00
19463774,2019,025,Chisago,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,18,80053,CPT/HCPCS,COMPREHEN METABOLIC PANEL,233,Laboratory - Chemistry and hematology,28,189,$82.50,$4.58,$0.00,$82.50,$4.58,$0.00,$0.00,$0.00,$0.00
19467902,2019,025,Chisago,MEDICARE,3,45 - 64 years,F,26,92557,CPT/HCPCS,COMPREHENSIVE HEARING TEST,220,Ophthalmologic/otologic diagnosis and treatment,30,310,"$1,008.32",$38.78,$37.80,$551.69,$21.21,$30.12,$456.63,$17.56,$7.68
19472030,2019,025,Chisago,MEDICARE,4,65 - 74 years,F,34,67028,CPT/HCPCS,INJECTION EYE DRUG,20,Intraocular procedures - Therapeutic,155,408,"$17,073.80",$502.17,$505.32,"$14,941.53",$439.45,$386.39,"$2,132.27",$62.71,$20.43
19473926,2019,025,Chisago,MEDICARE,4,65 - 74 years,F,168,J7050,CPT/HCPCS,INFUS NORMAL SALINE SOLUTION 250 CC,240,"Medications (injections, infusions, other forms)",426,"2,005","$6,130.35",$36.49,$0.00,"$6,118.78",$36.42,$0.00,$11.57,$0.06,$0.00
19476686,2019,025,Chisago,MEDICARE,4,65 - 74 years,M,11,C1760,CPT/HCPCS,CLOSURE DEVICE VASCULAR,243,DME and supplies,13,132,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
19479230,2019,025,Chisago,MEDICARE,5,75 years and older,F,62,93308,CPT/HCPCS,TTE F-UP OR LMTD,193,Ultrasound - Heart (echocardiogram) - Diagnostic,119,669,"$7,652.32",$123.42,$27.43,"$7,075.75",$114.12,$27.23,$576.57,$9.29,$0.00
19482182,2019,025,Chisago,MEDICARE,5,75 years and older,M,85,92136,CPT/HCPCS,OPHTHALMIC BIOMETRY,220,Ophthalmologic/otologic diagnosis and treatment,151,"1,020","$6,478.76",$76.22,$73.83,"$5,698.01",$67.03,$70.03,$780.75,$9.18,$3.45
19485734,2019,027,Clay,COMMERCIAL,2,19 - 44 years,F,70,58300,CPT/HCPCS,INSERT INTRAUTERINE DEVICE,131,Female organ procedures - Therapeutic (other),74,778,"$15,174.05",$216.77,$124.15,"$14,902.99",$212.89,$124.15,$271.06,$3.87,$0.00
19489046,2019,027,Clay,COMMERCIAL,3,45 - 64 years,F,27,73560,CPT/HCPCS,X-RAY EXAM OF KNEE 1 OR 2,226,Radiology - Diagnostic (other),54,322,"$2,233.42",$82.71,$73.47,$689.00,$25.51,$10.47,"$1,544.42",$57.20,$56.94
19493822,2019,027,Clay,COMMERCIAL,5,75 years and older,F,12,99203,CPT/HCPCS,OFFICE O/P NEW LOW 30-44 MIN,300,Office/outpatient services - Office visits,15,144,$454.67,$37.88,$21.49,$404.67,$33.72,$21.49,$50.00,$4.16,$0.00
19496582,2019,027,Clay,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,15,70553,CPT/HCPCS,MRI BRAIN STEM W/O & W/DYE,198,MRI (magnetic resonance imaging),32,169,"$16,293.05","$1,086.20",$431.25,"$16,293.05","$1,086.20",$431.25,$0.00,$0.00,$0.00
19499390,2019,027,Clay,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,58,96360,CPT/HCPCS,HYDRATION IV INFUSION INIT,231,Therapeutic procedures - Other,82,641,"$10,431.85",$179.85,$147.59,"$10,428.35",$179.79,$147.59,$3.50,$0.06,$0.00
19501646,2019,027,Clay,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,128,99282,CPT/HCPCS,EMERGENCY DEPT VISIT,304,Emergency department services,171,"1,350","$14,098.87",$110.14,$110.93,"$13,935.47",$108.87,$108.89,$163.40,$1.27,$0.00
19503950,2019,027,Clay,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,20,99386,CPT/HCPCS,PREV VISIT NEW AGE 40-64,310,Office/outpatient services - Preventive visits,27,207,"$2,842.79",$142.13,$118.57,"$2,839.59",$141.97,$118.57,$3.20,$0.16,$0.00
19506590,2019,027,Clay,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,67,J7030,CPT/HCPCS,INFUS NORMAL SALINE SOL 1000 CC,240,"Medications (injections, infusions, other forms)",103,744,$614.23,$9.16,$2.20,$607.83,$9.07,$2.20,$6.40,$0.09,$0.00
19512566,2019,027,Clay,MEDICARE,3,45 - 64 years,F,25,73110,CPT/HCPCS,X-RAY EXAM OF WRIST,226,Radiology - Diagnostic (other),106,300,"$4,642.94",$185.71,$131.67,"$3,570.46",$142.81,$97.89,"$1,072.48",$42.89,$28.48
19516430,2019,027,Clay,MEDICARE,4,65 - 74 years,F,65,0350,REV,CT Scan,50012,CT scans,80,744,"$13,180.83",$202.78,$0.00,"$12,851.02",$197.70,$0.00,$329.81,$5.07,$0.00
19518686,2019,027,Clay,MEDICARE,4,65 - 74 years,F,97,J1030,CPT/HCPCS,INJ METHYLPRDNISOLONE ACTAT 40 MG,240,"Medications (injections, infusions, other forms)",154,"1,162",$271.92,$2.80,$0.00,$229.19,$2.36,$0.00,$42.73,$0.44,$0.00
19521206,2019,027,Clay,MEDICARE,4,65 - 74 years,M,30,G8539,CPT/HCPCS,FNC OUTCM ASMT DOC POS CARE PLN DOC,999,HCPCS Level II codes not classified,85,360,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
19523126,2019,027,Clay,MEDICARE,5,75 years and older,F,68,87070,CPT/HCPCS,CULTURE OTHR SPECIMN AEROBIC,206,"Microscopic examination (e.g., lab, toxicology)",97,790,"$3,389.73",$49.84,$9.38,"$2,777.53",$40.84,$9.38,$612.20,$9.00,$0.00
19525766,2019,027,Clay,MEDICARE,5,75 years and older,M,90,84156,CPT/HCPCS,ASSAY OF PROTEIN URINE,233,Laboratory - Chemistry and hematology,157,"1,064",$200.44,$2.22,$0.00,$200.44,$2.22,$0.00,$0.00,$0.00,$0.00
19528766,2019,029,Clearwater,COMMERCIAL,3,45 - 64 years,F,62,0250,REV,Pharmacy,50008,Pharmacy and IV services,147,708,"$16,726.40",$269.78,$36.85,"$15,181.30",$244.85,$14.11,"$1,545.10",$24.92,$0.00
19533014,2019,029,Clearwater,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,14,97035,CPT/HCPCS,ULTRASOUND THERAPY,213,Physical/occupational/speech therapy - Exercises,93,167,"$1,542.21",$110.15,$53.00,"$1,542.21",$110.15,$53.00,$0.00,$0.00,$0.00
19540790,2019,029,Clearwater,MEDICARE,3,45 - 64 years,M,40,93005,CPT/HCPCS,ELECTROCARDIOGRAM TRACING,202,Electrocardiogram,79,459,$400.72,$10.01,$0.00,$285.51,$7.13,$0.00,$115.21,$2.88,$0.00
19543670,2019,029,Clearwater,MEDICARE,4,65 - 74 years,M,28,99152,CPT/HCPCS,MOD SED SAME PHYS/QHP 5/>YRS,232,Anesthesia,52,335,$509.95,$18.21,$12.26,$443.93,$15.85,$11.99,$66.02,$2.35,$2.44
19547990,2019,031,Cook,COMMERCIAL,2,19 - 44 years,M,31,90471,CPT/HCPCS,IMMUNIZATION ADMIN,228,Prophylactic vaccinations and inoculations,38,352,"$1,663.89",$53.67,$41.28,"$1,427.42",$46.04,$41.16,$236.47,$7.62,$0.00
19556774,2019,031,Cook,MEDICARE,4,65 - 74 years,M,41,85027,CPT/HCPCS,COMPLETE CBC AUTOMATED,233,Laboratory - Chemistry and hematology,86,492,$128.42,$3.13,$0.00,$128.42,$3.13,$0.00,$0.00,$0.00,$0.00
19560422,2019,033,Cottonwood,COMMERCIAL,1,18 years and under,M,33,87651,CPT/HCPCS,STREP A DNA AMP PROBE,206,"Microscopic examination (e.g., lab, toxicology)",41,395,"$2,630.37",$79.70,$51.00,$691.89,$20.96,$0.00,"$1,938.48",$58.74,$50.00
19566230,2019,033,Cottonwood,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,12,J2060,CPT/HCPCS,INJECTION LORAZEPAM 2 MG,240,"Medications (injections, infusions, other forms)",18,140,$261.74,$21.81,$19.50,$234.56,$19.54,$12.53,$27.18,$2.26,$0.00
19571678,2019,033,Cottonwood,MEDICARE,3,45 - 64 years,F,28,93010,CPT/HCPCS,ELECTROCARDIOGRAM REPORT,202,Electrocardiogram,64,329,$470.99,$16.82,$8.55,$357.21,$12.75,$6.73,$113.78,$4.06,$1.69
19574486,2019,033,Cottonwood,MEDICARE,4,65 - 74 years,F,17,A7030,CPT/HCPCS,FULL FCE MASK POS ARWAY PRSS DEV EA,243,DME and supplies,31,204,"$4,194.98",$246.76,$139.76,"$3,233.80",$190.22,$111.35,$961.18,$56.54,$28.41
19577822,2019,033,Cottonwood,MEDICARE,5,75 years and older,F,59,99239,CPT/HCPCS,HOSPITAL DISCHARGE DAY,302,Hospital inpatient services,78,663,"$8,257.82",$139.96,$106.07,"$6,984.17",$118.37,$87.42,"$1,273.65",$21.58,$21.30
19580702,2019,035,Crow Wing,COMMERCIAL,1,18 years and under,F,24,90833,CPT/HCPCS,PSYTX W PT W E/M 30 MIN,218,"Psychological and psychiatric evaluation, therapy",89,287,"$9,418.31",$392.42,$338.69,"$6,439.80",$268.32,$221.10,"$2,978.51",$124.10,$82.69
19584470,2019,035,Crow Wing,COMMERCIAL,2,19 - 44 years,M,26,72040,CPT/HCPCS,X-RAY EXAM NECK SPINE 2-3 VW,226,Radiology - Diagnostic (other),34,294,"$1,532.82",$58.95,$35.06,$470.17,$18.08,$0.00,"$1,062.65",$40.87,$31.71
19587350,2019,035,Crow Wing,COMMERCIAL,3,45 - 64 years,F,39,99153,CPT/HCPCS,MOD SED SAME PHYS/QHP EA,232,Anesthesia,46,465,"$6,027.56",$154.55,$141.60,"$5,504.48",$141.14,$110.74,$523.08,$13.41,$0.00
19591406,2019,035,Crow Wing,COMMERCIAL,4,65 - 74 years,M,159,36415,CPT/HCPCS,ROUTINE VENIPUNCTURE,235,Laboratory - Other,348,"1,893","$4,156.11",$26.13,$2.95,"$3,777.76",$23.75,$0.85,$378.35,$2.37,$0.00
19595342,2019,035,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,16,0120,REV,Room-Board/Semi-pvt,50001,Room and board (non-nursery) services,22,184,"$86,335.43","$5,395.96","$4,087.63","$86,335.43","$5,395.96","$4,087.63",$0.00,$0.00,$0.00
19598078,2019,035,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,89,80050,CPT/HCPCS,GENERAL HEALTH PANEL,233,Laboratory - Chemistry and hematology,94,"1,038","$4,577.13",$51.42,$24.75,"$4,573.93",$51.39,$24.75,$3.20,$0.03,$0.00
19599590,2019,035,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,16,Q0144,CPT/HCPCS,AZITHROMYCIN ORAL CAP/POWDER 1 GM,240,"Medications (injections, infusions, other forms)",16,171,$111.89,$6.99,$0.00,$111.89,$6.99,$0.00,$0.00,$0.00,$0.00
19602998,2019,035,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,144,83735,CPT/HCPCS,ASSAY OF MAGNESIUM,233,Laboratory - Chemistry and hematology,287,"1,652","$1,827.16",$12.68,$0.00,"$1,827.16",$12.68,$0.00,$0.00,$0.00,$0.00
19605566,2019,035,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,66,83880,CPT/HCPCS,ASSAY OF NATRIURETIC PEPTIDE,233,Laboratory - Chemistry and hematology,93,742,"$3,955.89",$59.93,$54.11,"$3,955.89",$59.93,$54.11,$0.00,$0.00,$0.00
19608374,2019,035,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,19,0450,REV,Emerg Room,50022,Emergency room services,24,194,$16.00,$0.84,$0.00,$0.00,$0.00,$0.00,$16.00,$0.84,$0.00
19613270,2019,035,Crow Wing,MEDICARE,3,45 - 64 years,F,11,84146,CPT/HCPCS,ASSAY OF PROLACTIN,233,Laboratory - Chemistry and hematology,12,124,$90.75,$8.25,$0.00,$83.75,$7.61,$0.00,$7.00,$0.63,$0.00
19615718,2019,035,Crow Wing,MEDICARE,3,45 - 64 years,M,30,80306,CPT/HCPCS,DRUG TEST PRSMV INSTRMNT,235,Laboratory - Other,47,359,"$1,227.63",$40.92,$0.00,"$1,103.55",$36.78,$0.00,$124.08,$4.13,$0.00
19617686,2019,035,Crow Wing,MEDICARE,4,65 - 74 years,F,15,19301,CPT/HCPCS,PARTIAL MASTECTOMY,166,"Breast - Lumpectomy, quadrantectomy",40,180,"$27,221.67","$1,814.77","$1,021.07","$24,745.24","$1,649.68",$813.54,"$2,476.43",$165.09,$142.51
19619678,2019,035,Crow Wing,MEDICARE,4,65 - 74 years,F,76,99153,CPT/HCPCS,MOD SED SAME PHYS/QHP EA,232,Anesthesia,93,895,$358.45,$4.71,$0.00,$340.95,$4.48,$0.00,$17.50,$0.23,$0.00
19127476,2019,007,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,129,84443,CPT/HCPCS,ASSAY THYROID STIM HORMONE,233,Laboratory - Chemistry and hematology,154,"1,480","$1,359.65",$10.53,$0.00,"$1,359.65",$10.53,$0.00,$0.00,$0.00,$0.00
19129252,2019,007,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,29,90833,CPT/HCPCS,PSYTX W PT W E/M 30 MIN,218,"Psychological and psychiatric evaluation, therapy",102,338,"$7,638.75",$263.40,$230.76,"$7,638.75",$263.40,$230.76,$0.00,$0.00,$0.00
19131628,2019,007,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,24,99218,CPT/HCPCS,INITIAL OBSERVATION CARE,301,Observation care services,26,276,"$1,934.84",$80.61,$74.73,"$1,934.84",$80.61,$74.73,$0.00,$0.00,$0.00
19134292,2019,007,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,336,V2020,CPT/HCPCS,FRAMES PURCHASES,241,Visual aids and other optical supplies,377,"3,674","$8,286.16",$24.66,$31.81,"$7,886.16",$23.47,$29.73,$400.00,$1.19,$0.00
19136884,2019,007,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,44,0351,REV,CT Scan/Head,50012,CT scans,53,488,$500.00,$11.36,$0.00,$0.00,$0.00,$0.00,$500.00,$11.36,$0.00
19139332,2019,007,Beltrami,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,57,80048,CPT/HCPCS,METABOLIC PANEL TOTAL CA,233,Laboratory - Chemistry and hematology,135,679,$10.54,$0.18,$0.00,$10.54,$0.18,$0.00,$0.00,$0.00,$0.00
19144900,2019,007,Beltrami,MEDICARE,3,45 - 64 years,F,30,11102,CPT/HCPCS,TANGNTL BX SKIN SINGLE LES,173,Skin and subcutaneous tissue - Diagnostic (other),67,347,"$2,005.57",$66.85,$39.12,"$1,712.77",$57.09,$31.29,$292.80,$9.76,$7.24
19147756,2019,007,Beltrami,MEDICARE,3,45 - 64 years,M,48,83880,CPT/HCPCS,ASSAY OF NATRIURETIC PEPTIDE,233,Laboratory - Chemistry and hematology,67,540,$38.47,$0.80,$0.00,$38.47,$0.80,$0.00,$0.00,$0.00,$0.00
19150372,2019,007,Beltrami,MEDICARE,4,65 - 74 years,F,16,86376,CPT/HCPCS,MICROSOMAL ANTIBODY EACH,235,Laboratory - Other,17,192,$111.11,$6.94,$0.00,$111.11,$6.94,$0.00,$0.00,$0.00,$0.00
19152556,2019,007,Beltrami,MEDICARE,4,65 - 74 years,M,17,70496,CPT/HCPCS,CT ANGIOGRAPHY HEAD,177,CT scan - Head,26,201,"$1,339.95",$78.82,$87.96,"$1,134.36",$66.72,$70.34,$205.59,$12.09,$8.33
19155844,2019,007,Beltrami,MEDICARE,5,75 years and older,F,54,92610,CPT/HCPCS,EVALUATE SWALLOWING FUNCTION,31,"Nose, mouth, pharynx procedures - Diagnostic",65,624,"$2,328.26",$43.11,$8.73,"$2,117.36",$39.21,$0.00,$210.90,$3.90,$0.00
19157908,2019,007,Beltrami,MEDICARE,5,75 years and older,M,42,74178,CPT/HCPCS,CT ABD & PELV 1/> REGNS,179,CT scan - Abdomen,85,502,"$18,391.47",$437.89,$482.93,"$14,564.30",$346.76,$385.08,"$3,827.17",$91.12,$97.85
19159228,2019,007,Beltrami,MEDICARE,5,75 years and older,M,56,J2785,CPT/HCPCS,INJECTION REGADENOSON 0.1 MG,240,"Medications (injections, infusions, other forms)",58,668,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
19162612,2019,009,Benton,COMMERCIAL,2,19 - 44 years,F,20,80306,CPT/HCPCS,DRUG TEST PRSMV INSTRMNT,235,Laboratory - Other,29,235,"$1,039.99",$51.99,$19.55,$936.96,$46.84,$16.71,$103.03,$5.15,$0.00
19164964,2019,009,Benton,COMMERCIAL,2,19 - 44 years,M,57,99215,CPT/HCPCS,OFFICE O/P EST HI 40-54 MIN,300,Office/outpatient services - Office visits,77,650,"$22,542.59",$395.48,$333.90,"$16,788.28",$294.53,$295.41,"$5,754.31",$100.95,$20.00
19168276,2019,009,Benton,COMMERCIAL,3,45 - 64 years,M,166,82565,CPT/HCPCS,ASSAY OF CREATININE,233,Laboratory - Chemistry and hematology,268,"1,948","$2,960.21",$17.83,$7.15,"$1,897.19",$11.42,$7.15,"$1,063.02",$6.40,$0.00
19173868,2019,009,Benton,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,204,90472,CPT/HCPCS,IMMUNIZATION ADMIN EACH ADD,228,Prophylactic vaccinations and inoculations,279,"2,261","$5,737.76",$28.12,$19.93,"$5,737.76",$28.12,$19.93,$0.00,$0.00,$0.00
19176124,2019,009,Benton,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,11,J2270,CPT/HCPCS,INJ MORPHINE SULFATE UP TO 10 MG,240,"Medications (injections, infusions, other forms)",14,131,$89.39,$8.12,$8.46,$89.39,$8.12,$8.46,$0.00,$0.00,$0.00
19179364,2019,009,Benton,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,11,G0283,CPT/HCPCS,E-STIM 1/>NOT WND CARE PART TX PLAN,174,"Skin, breast procedures - Therapeutic (other)",69,128,$595.92,$54.17,$20.36,$595.92,$54.17,$20.36,$0.00,$0.00,$0.00
19184764,2019,009,Benton,MEDICARE,3,45 - 64 years,F,206,77067,CPT/HCPCS,SCR MAMMO BI INCL CAD,182,Mammography,356,"2,403","$22,196.37",$107.74,$135.68,"$22,196.37",$107.74,$135.68,$0.00,$0.00,$0.00
19188292,2019,009,Benton,MEDICARE,4,65 - 74 years,F,196,71046,CPT/HCPCS,X-RAY EXAM CHEST 2 VIEWS,183,X-ray - Chest (routine),434,"2,314","$9,690.31",$49.44,$31.33,"$7,626.68",$38.91,$23.86,"$2,063.63",$10.52,$4.53
19190620,2019,009,Benton,MEDICARE,4,65 - 74 years,M,32,73502,CPT/HCPCS,X-RAY EXAM HIP UNI 2-3 VIEWS,226,Radiology - Diagnostic (other),49,384,"$1,415.76",$44.24,$39.37,"$1,045.74",$32.67,$34.43,$370.02,$11.56,$6.53
19193260,2019,009,Benton,MEDICARE,5,75 years and older,F,114,92133,CPT/HCPCS,CMPTR OPHTH IMG OPTIC NERVE,220,Ophthalmologic/otologic diagnosis and treatment,125,"1,362","$4,225.55",$37.06,$36.88,"$3,351.95",$29.40,$30.01,$873.60,$7.66,$6.58
19195756,2019,009,Benton,MEDICARE,5,75 years and older,M,18,99219,CPT/HCPCS,INITIAL OBSERVATION CARE,301,Observation care services,21,211,"$2,316.72",$128.70,$132.05,"$2,033.75",$112.98,$106.94,$282.97,$15.72,$24.80
19205956,2019,011,Big Stone,MEDICARE,3,45 - 64 years,M,53,99214,CPT/HCPCS,OFFICE O/P EST MOD 30-39 MIN,300,Office/outpatient services - Office visits,255,605,"$11,917.03",$224.84,$158.79,"$9,115.01",$171.98,$105.84,"$2,802.02",$52.86,$26.50
19210204,2019,011,Big Stone,MEDICARE,5,75 years and older,M,32,0258,REV,IV Solutions,50008,Pharmacy and IV services,69,364,"$6,629.88",$207.18,$0.00,"$5,318.05",$166.18,$0.00,"$1,311.83",$40.99,$0.00
19214668,2019,013,Blue Earth,COMMERCIAL,2,19 - 44 years,F,23,J7050,CPT/HCPCS,INFUS NORMAL SALINE SOLUTION 250 CC,240,"Medications (injections, infusions, other forms)",45,267,"$3,134.76",$136.29,$71.82,"$2,947.07",$128.13,$69.22,$187.69,$8.16,$0.00
19217572,2019,013,Blue Earth,COMMERCIAL,3,45 - 64 years,F,13,E0562,CPT/HCPCS,HUMDIFIR HEAT USED W/POS ARWAY PRSS,243,DME and supplies,18,156,"$4,166.26",$320.48,$352.00,"$3,164.77",$243.44,$325.22,"$1,001.49",$77.03,$33.29
19222156,2019,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,32,A0429,CPT/HCPCS,AMB SERVICE BLS EMERGENCY TRANSPORT,239,"Transportation - Patient, provider, equipment",38,350,"$18,229.60",$569.67,$456.17,"$18,229.60",$569.67,$456.17,$0.00,$0.00,$0.00
